,title,rating,price,no_of_ratings,product_url,product_description,Manufacturer,asin
145,Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),4.3 out of 5 stars,1695,"3,184",https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES,"DIMENSIONS, 7.5 x 3.5 x 11.5 inch (L x W x H); NOTE - You can’t use it as a tiffin bag & Image of the sling shoulder bag may appear bigger or smaller than real, so kindly check the dimensions before placing an order    MATERIAL & COMPARTMENT  - Craloft sling bag for men made up of polyester fabric with 4 compartments (3 pockets & 1 additional tablet compartment)    ADJUSTABLE BELT - The soft adjustable belt of this crossbody sling bag satisfy your different length need    TABLET COMPARTMENT - Carry up to a 11-inch iPads / samsung galaxy / lenovo / realme pads tablets in a specific additional secure 8mm layer section, that protects your device from various elements    Craloft side bag looks compact but is too spacious for carrying all necessities like a wallet, cellphone, charger, earphones, sunglasses, an 11-inch tablet, an A5 book, pens, keys, cards, etc.",Craloft,B07CJCGM1M
146,ADISA Women Girls Floral Print Round Sling Bag,4.2 out of 5 stars,399,"1,115",https://www.amazon.in/ADISA-Women-Girls-Floral-SL5073-SKY_Sky/dp/B09B56RD6Z,"Spacious Storage Spaces - The multi-layer design gives this electronic travel bag more storage space. It can fit your tablet computer, power bank, mobile phone charger, cable, laptop adapter and etc. It comes with 10 buckles, it will disconnect cables and find them easily.    Easy to Adjusted and Carry - The padded dividers of this travel cable organizer case are adjustable. You can adjust them for your needs. It is a great electronics accessories organizer bag or computer cable organizer bag. It is perfect for home use or travel.    Shockproof & Waterproof - This organizer bag is made of dual layer waterproof fabric and shockproof material. All items in this bag are well protected. The high quality zippers are strong and durable.    Keep everything in one place - This travel electronics organizer bag helps you keep all your electronics accessories and various cables together. Size, 24.5 cm x 18.5 cm x 10 cm, ideal size fits easily in your luggage.    Perfect Gift - This electronics organizer is a perfect gift for men and women to use as travel kit.",HOUSE OF QUIRK,B07CJCGM1M
147,"Veneer Laptop Bag 15.6 Inch, Business Briefcase for Men Women, 15inch Water Resistant Messenger Shoulder Bag with Strap, Durable Office Bag, for Computer/Notebook/MacBook",4.2 out of 5 stars,1055,"2,883",https://www.amazon.in/Veneer-Business-Briefcase-Resistant-Messenger/dp/B08Z619V6Z,"A sling bag is a shoulder bag made from unstructured fabric, and the long strap can either be worn on your shoulder or across your body.    Medium Size l Beige exterior with 1 main compartment I 3 total number of pocket I Zipper closure I Cruelty-free premium material.    Dimension ,- Length , 29.21 cm x Width , 12.7 cm x Height , 23.5 cm    Made in India | 6 Months warranty | Leading fashion sling bag brand since 30 years.    The elegant women's sling bag is a perfect match for different occasions, such as travel, shopping, and other daily use, which could be a great ideal gift for your family and friends on their birthdays, anniversaries, weddings, and other special events.",Cocoblu Retail,B07CJCGM1M
148,CRALOFT Polyester Side Bag For Men/Sling Bag/Crossbody Tablet Messenger Bag For Office Business Travel (Extra Spacious),4.3 out of 5 stars,529,272,https://www.amazon.in/Polyester-Crossbody-Messenger-Business-Spacious/dp/B09TL193PL,"Material, Pu Leather , Color , Light Brown , Dimensions, 37x 27x7 cm, To analyse the size accurately, kindly read the dimension and check with any scale available to you before placing order.    Elegant look and high quality PU leather Ultra-soft felt, Long Lasting durable fabric With Zipper Closure and handle.; Compartments , 1 main zipper compartment & 1 inner compartment &1 inner Laptop compartment.    The messenger bag features a wide shoulder strap that eliminates shoulder fatigue. The bag can be carried by the handle, worn on shoulders, and positioned across body.    This computer bag fits laptops to 14 inches. Ideal for Professionals/Office going Men & Women. Slim, compact in size suitable for carrying business as well as day to day items like tablet, laptop, charger, phone, battery bank, pen, diary, visiting cards, keys etc.; Outer Material Type, Faux Leather; Inner Material Type, Polyester Fabric    Style Name, Shoulder Bag",SaiTech IT Private Limited (Since 2013),B07CJCGM1M
149,"House of Quirk Electronics Accessories Organizer Bag, Universal Carry Travel Gadget Bag for Cables, Plug and More, Perfect Size Fits for Pad Phone Charger Hard Disk - Dark Blue",4.3 out of 5 stars,499,"6,467",https://www.amazon.in/House-Quirk-Electronics-Accessories-Organizer/dp/B07MMGBD1J,"Lavie Beech hand bag is a stylish bag for women who love styling up. It is durable, versatile and lightweight. It is available in classic black and gold color. Made from premium man-made leather, this hand bag has the latest pebble texture and premium gold toned metal hardware.    Dimension, 27.5 cm in length x 9 cm in width x 19.5 cm in height    Beech hand bag has a top zip closure for safety and security. The interior has 1 main compartment, divided by an inner zip storage, 2 slip pockets alongside 1 external zip pocket, providing plenty of storage space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer etc. It also has a detachable and adjustable sling belt for multipurpose use.    This hand bag is perfect for women to carry to a mall or family function. It can be paired with a stylish top and well fitted denims as well as an indo-western dress. This spacious yet stylish hand bag makes for a perfect gift for all occasions.    The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage",Cocoblu Retail,B07CJCGM1M
150,Baggit Women's Sling Bag - Medium (Beige),4.5 out of 5 stars,609,2,https://www.amazon.in/Baggit-Womens-Sling-Bag-Beige/dp/B0B441G1G6,Pigeon Breast Milk Storage Bag is convenient for working women who wish to continue the breast feeding for their babies    Pigeon Breast Milk Storage Bag comes with double protection with double zipper zeal    Pigeon Breast Milk Storage Bag is having hygeinic Storage and Pre Sterilized with Gamma Rays    Keep freshly pumped breastmilk till 24 hours    Easy to use in freezer & refrizerator both,RK World Infocom Pvt Ltd,B07CJCGM1M
151,"Storite PU Leather 14 inch Laptop Messenger Organizer Bag/Shoulder Sling Office Bag for Men & Women – (37x 27x7 cm,Light Brown)",4.0 out of 5 stars,999,"1,532",https://www.amazon.in/Storite-Leather-Laptop-Bag-inch/dp/B081GQJLD2,Drawstring Closure    Ergonomic Design    Lightweight    Size (Hxlxw) Cm-(45x33x10)    Grateful for the thoughtful gift,RetailEZ Pvt Ltd,B07CJCGM1M
152,Lavie Women's Beech Satchel Bag | Ladies Purse Handbag,4.2 out of 5 stars,1197,"3,621",https://www.amazon.in/Lavie-Beech-Womens-Satchel-Handbag/dp/B096KPM1KT,"Detailed with an attractive gold handle hardware along with small utility pouch to enchance the functionality of the bag    Stunning outside clasped with a detachable spacious mini pouch,that helps you keep your money,cards and keys for easy access while on the go,along with roomy compartments that enables you to keep your essentials organized    This bag will help you navigate between your worlds with effortless ease by coordinating it with your work wear or an outing with your girl pals    Made in India",Cocoblu Retail,B07CJCGM1M
153,"Pigeon Breast Milk Storage Bag,Secure Seal & easy Storage,Hygienic Breast Milk Storage,Leak Proof,Zipper Zeal Breast Milk Storage,5 pcs",4.3 out of 5 stars,115,442,https://www.amazon.in/Pigeon-Breast-Milk-Storage-Pieces/dp/B01M5DGMZ9,"Outer Material, PU / Synthetic Leather    Closure, Magnetic Button    No. of Compartments, 2    No. of Pockets, 1    Dimensions, LxWxH - 7.25 x 2.25 x 5.5 inches",ADISA International,B07CJCGM1M
154,F Gear String 13 Ltr Gym Bag (Black),4.2 out of 5 stars,189,33,https://www.amazon.in/F-Gear-String-LTR-Gym-Bag/dp/B07L4ZNBPQ,"Generous overall size of 32 x 15 x 44 cm (LxBxH)    2 compartments, including a padded laptop compartment ideal for carrying laptops up to 15.6 inches    Bottle pockets on both sides for storing bottles, earphones, tickets and other smaller items    Made with wear-resistant Polyester material for a longer life    Reflectors on backpack promote visibility at night when on the road",Appario Retail Private Ltd,B07CJCGM1M
155,Nelle Harper Women's Handbag,3.9 out of 5 stars,699,"2,816",https://www.amazon.in/Nelle-Harper-Womens-Shoulder-Dark/dp/B07RBR6NW2,"PACKAGE CONTAINS, 2 Piece Toiletry Traveling Organizer|| MATERIAL, PVC || PRODUCT DIMENSION, 20 x 9 x 11 CM    CONVENIENT, It is small enough to fit into any travel luggage, backpack, and even carried on one hand! Whether you are travelling for business or personal reasons, this portable bag will certainly meet your needs.    MULTI-FUNCTIONAL, The Bag Can be used a Toiletry Wash Bag, Travel Storage Organizer, Makeup Organizer, Cosmetic Bag, Portable Travel Kit Organizer, Household Storage Pack, Shaving Kit Bag, Dopp Kit Etc.    HIGH-QUALITY DURABLE MATERIAL, This exceptional toiletry travel bag is made of Durable Material, which is known for its lightweight yet durable qualities, the perfect combination for traveling.Making this the perfect bathroom bag, shaving bag, and travel dopp kit.    KEEP YOUR THINGS NEAT & TIDY, By using these organizers' two compartments, you can organize your things exactly the way you want. No more digging through messy luggage to find that bra or that pair of socks. Save time and effort - everything has its place in these great bags!",ETrade Online,B07CJCGM1M
156,ADISA Women Girls Stripes Cross Body Sling Bag,4.4 out of 5 stars,575,79,https://www.amazon.in/ADISA-Women-Girls-Stripes-SL5100-BRO_Brown/dp/B0BD63DRLZ,"Outer Material, Polyester, Color, Navy + White    Dimensions, 53 cms x 28 cms x 28 cms (LxWxH)    Laptop Compatibility, No    Warranty type, Manufacturer; 1 year",RetailEZ Pvt Ltd,B07CJCGM1M
157,"Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops (27 litres, Black)",3.8 out of 5 stars,449,"1,215",https://www.amazon.in/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B076QFBFRG,Vifitkit Gym Bag - Black,RetailEZ Pvt Ltd,B07CJCGM1M
158,Kuber Industries Travel Toiletry Bag|Undergarments Organizer Bag|Makeup Bags|Transparent Shaving Bag for Men|Water Resistant with Zipper and Handle|Set of 2 (Cream),4.0 out of 5 stars,174,40,https://www.amazon.in/Kuber-Industries-Transparent-Resistant-Handle-Set/dp/B08WK5QJ5D,"Care Instructions, Wipe with Dry Cloth    Outer Material, Polyester, Color, Black    Water resistant    Capacity, 16 liters; Weight, 180 grams; Dimensions, 42 cms x 28 cms x 14 cms (LxWxH)    Number of compartments, 1    Laptop Compatibility, NoStrap Type, Yes    Warranty type, Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchase",RetailEZ Pvt Ltd,B07CJCGM1M
159,Tommy Hilfiger Polyester 53 cms Navy + White Gym Shoulder Bag (TH/KENDALL0815),4.4 out of 5 stars,1799,63,https://www.amazon.in/Tommy-Hilfiger-Polyester-TH-KENDALL0815/dp/B082PFY9VC,"[Built in Rain Cover]-- Matching water-resistant rain cover included, with a strap to attach it to your backpack, so that you can use this bag in any season and all weather conditions, making it a great choice for outdoor use.    [SAFETY & FREE YOUR HAND]-- This antitheft business travel laptop backpack comes with a Locker so you never have to worry about someone stealing your laptop, ipad,file and other valueablesPlease reset the password of the backpack and remember the new password.if you forget the password,Please contact us by sending internal information on Amazon.LUGGAGE STRAP allows backpack to fit on luggage/suitcase. Durable metal zippers close and open smoothly, ensuring a long-lasting usage everyday    [MULTI-FUNCTION]-- No need to worry about your phone battery running out with the useful USB port and charging cable, (power bank not included). There is also a headphone jack so you can listen to your favourite music on the go    [COMFORTABLE]-- Ideal for work, high school, college, university, travelling, hiking, cycling or camping with its back padding made of breathable mesh and foam to keep you cool, and lining on the shoulder straps to prevent backaches and cutting into your shoulders    [Multi-Level Organizer]-- The backpack has a front zipper pocket for the ID card, Sanitizer,masks, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. 2 Year Warranty aganist manufracturing defects caused by workmanship. 2 year warranty DOES NOT cover natural wear or tear and damage due to mishandling.","Hoteon Trading Pvt. Ltd.,",B07CJCGM1M
160,"VIFITKIT Gym Bag for Men & Women, Duffel Bag, Multi-Purpose Bag with Spacious Storage Compartment & Durable Zipper Closure (22.5 litres, Black)",4.1 out of 5 stars,299,33,https://www.amazon.in/VIFITKIT-Multi-Purpose-Spacious-Storage-Compartment/dp/B0B4BL4RLC,"Product Size -14x11x4 Inch / 35.56 x 28 x 10 cm , Product Color - Dark Grey , Materil Type Name - Khadi Fabric.Smooth Zipper and Flap Closure. Material Feature - Water and Scratch Resistance    Design for 14.1 inch laptop with Laptop compartment with dual zippered access and thick foam padding, protects your laptop very well. Made of top fabric, designed to be very lightweight and slim, but stylish, practical and durable.    It's a perfect messanger sling bag for working, short traveling, school and daily using.Adjustable Crossbody Shoulder Strap, Carry your crossbody bag securely thanks to the fully adjustable strap.    Number of Compartments, 1 zipper and 1 open Pocket on flap & 2 Zipper Compartment inside. and seperate Laptop padded Compartment inside the zipper compartment.    Made in India product , Consisting of good stitching and Smooth zippers, this sling ensures long lasting durability & strength.You can use this bag as a messenger bag, shoulder bag, suitable for your office, college, outdoor travels, university, meeting, and business for everyday use.",SaleOn™,B07CJCGM1M
161,Gear Superior 16LWater Resistant School Bag//Backpack/College Bag for Men/Women - Black,3.9 out of 5 stars,395,216,https://www.amazon.in/Gear-Superior-Casual-Backpack-BKPSPRIOR0001/dp/B08GY2ZN96,"New Design By ""Mammon    Made of PU, Dimension- 28x12x28 CM (LxBxH)    Handbags, One Main compartment with top Zip closure    Sling bag , 1 Main compartment with top Zip-closure ,Cute Small size sling for carrying phone cosmetics key money and other light and small essentials    Accessories Pouch, 1 Main compartment with Magnetic Button Closure,Ideal to keep cell phones,money wallets cosmetics etc.    Coin Purse , Small coin purse with zip closure ideal to keep coins",Retail studio,B07CJCGM1M
162,"Golden Wolf Laptop Bag Anti-theft Backpack with Lock College School Laptop Backpack with Rain Cover Water Resistant Business Backpack with USB Port for 15.6-inch Laptop 25 L Travel Bag for Women and Men Gifts, Dark Grey",4.4 out of 5 stars,1999,"3,187",https://www.amazon.in/Hoteon-Backpack-Anti-Theft-Earphone-Resistant/dp/B08HM4TQZZ,"Made of multi-coated 600D polyester Material ; Water Repellent    Dimension, 38cm x 26cm x 14cm (LxWxH); Weight , 200 grams; Capacity, 12liters    Small Size backpack; Laptop Compatibility, No    This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more    With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books    6 months limited warranty",Appario Retail Private Ltd,B07CJCGM1M
163,wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -,4.0 out of 5 stars,474,201,https://www.amazon.in/Wooum-Resistant-Material-Messenger-Compartment/dp/B09KV7Y3KL,"Ergonomically Designed , Spacious with Multiple Compartments & Pockets , Intuitive Access , Lightweight , Easily Adjustable Shoulder Strap    Premium Anti-Scratch Faux Leather , Bartacked Load Points , Water Resistant Fabric , Heavy Duty Long Lasting Zippers    Package Dimensions, 490.0 L x 250.0 H x 20.0 W (millimeters)    Item Package Weight, 520.0 grams",RetailEZ Pvt Ltd,B07CJCGM1M
164,Mammon Women's PU Leather Handbag Combo,3.4 out of 5 stars,636,"6,908",https://www.amazon.in/Mammon-Womens-Leather-Handbag-4-teddy-pink/dp/B08N5F7P68,"Plenty of Space & Padded Laptop Sleeve - The laptop bag is a decent large size that fits 15.6''MacBook Pro.Main compartment with zipper closure outside;The inside consist of a couple different dividers,a 15.6''laptop can easily fit inside and a built in divider between the inside compartments to help separate them all.1 zipper pocket inside for significant articles such as wallets and identification documents, inner slip pockets,1 back slot is perfect for an iPad mini.    Expandable capacity ( 6 to8 inches ) - The expansion zipper makes the computer bag more flexible, it can be transformed as a duffelbag whenever you need.    Soft lined laptop sleeve holds a laptop up to 15.6 inches, suitable for most MacBooks / Macbook air / Acer Chromebook / Acer Aspire / Acer Flagship / HP pavilion / Dell inspiron 15 / Dell inspiron 13 / Notebooks / Tablet / Ultrabooks / PC Computer devices / ASUS / Apple / Windows / Ipod / Netbook    Designed with an adjustable shoulder strap which can be removed and a carry handle for your choice, free to switch to your most comfortable way.    External Dimensions, 16""(L)x12""(H) x 6.""(W),Laptop pocket, 15.6'' (L)x10.6(H)'',Shoulder Strap adjusts,31.4""- 55'',,Strap Width, 1.37''.",ZIPLINE,B07CJCGM1M
165,"Mi Step Out 12 L Mini Backpack (Small Size, Sky Blue, Water Repellant)",4.1 out of 5 stars,299,"7,630",https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088X9M73T,"The ZenPack comes equipped with a dedicated laptop compartment for laptops up to 15.6"" and additional padded storage for a tablet up to 11"" screen size. A spacious master compartment allows for increased carry capacity and organisation.    Patented OkamiTech Gen-3 Charging System, integrated Fast-Charging for smart devices with Weather Shield cover to protect from rain and dust damage. The ZenPack is the only messenger bag with Okami's industry-leading charging system.    Convertible Carry - Carry as a sling or a briefcase, the ZenPack is suitable for both. The included detachable padded shoulder straps come with heavy-duty metal hardware and luxurious vegan leather inserts. With durable construction and robust materials, tackle your everyday commute with ease.    RFID Safe Pocket for valuable cards and passport. Quick-Access Documents Compartment - A quick access slip pocket on the outside lets you access documents without having to open the entire bag.    Water Resistant - Designed to withstand light rain and accidental spills. Engineered in collaboration with DRYE by Okami using durable water-resistant fabric and zippers",Okami Wolf,B07CJCGM1M
166,Gear Clubsport 25 Ltrs Faux-Leather Water Resistant Travel Duffle Bag/Gym Bag for Men/Women - Black Red,4.2 out of 5 stars,699,222,https://www.amazon.in/Gear-Clubsport-Faux-Leather-Black-Red-DUFCLBSRT0109/dp/B097KCLVCP,"Outer Material, Polyester, Color, Green and Grey    Wear Resistant, Wear resistant, Stain resistant, Water Resistance, Water resistant    Dimensions, 46 cms x 32 cms x 13 cms (LxWxH) , Capacity , 18 Liters    Number of Compartments, 2; Warranty Type, Manufacturer; 1 Year from the date of purchase    Pocket Description, Utility Pocket; Closure Type, Zipper; Age Range Description, Adult; Special Features, Back Padding",RetailEZ Pvt Ltd,B07CJCGM1M
167,ZIPLINE Office Laptop Synthetic Leather Executive Formal 15.6 inch Laptop & MacBook Briefcase Messenger/Office/Travel/Business Bag for Men Women with Multiple compartments,4.3 out of 5 stars,1599,14,https://www.amazon.in/Zipline-Synthetic-Executive-Briefcase-compartments/dp/B0BL3G2JKV,"Ergonomically Designed , Spacious with Multiple Compartments & Pockets , Expandable StorageIntuitive Access , Cushioned Back Panel & Shoulder Straps , Lightweight    Load Stabilizing Adjustable Sternum Strap , Bartacked Load Points , Water Resistant Fabric , Heavy Duty Long Lasting Zippers    Padded Velcro'ed Sleeve fits upto 15.6"" Laptop , Padded Base    Outer material type, Polyester",RetailEZ Pvt Ltd,B07CJCGM1M
168,Okami Wolf unisex-adult ZenPack Laptop Messenger Bag With USB Fast Charger and RFID Protection ( Black),4.4 out of 5 stars,3499,36,https://www.amazon.in/Okami-Wolf-unisex-adult-Messenger-Protection/dp/B0B7521SSD,"Outer Material, Polyester, Inner Material, Polyester, Color, Black and Royal Blue    Wear Resistant, Wear resistant, Water Resistance, Water proof    Capacity, 22 ltrs; Dimensions, 49 cms x 31.5 cms x 15 cms (LxWxH)    Number of compartments, 2; Strap Type, Adjustable    Closure Type, Zipper; Water Resistance Level, Waterproof; Age Range Description, Kid; Pocket Description, Utility Pocket",RetailEZ Pvt Ltd,B07CJCGM1M
169,Gear Eco4 19L Water Resistant School Bag//Backpack/College Bag for Men/Women - Navy Blue,4.0 out of 5 stars,489,"4,119",https://www.amazon.in/Gear-Green-Casual-Backpack-BKPECOBP40503/dp/B019HA8DQQ,Leather material blue colored sling bag    14 centimeters height x 24 centimeters length x 7 centimeters width    Zip closure    2 compartments and 1 pocket    1 year domestic warranty against manufacturing defects,Cocoblu Retail,B07CJCGM1M
170,Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey),4.4 out of 5 stars,1568,753,https://www.amazon.in/Gear-Expandable-RainCover-Grey-Black-TLPTURBO00401/dp/B097KDRZ67,"“COMPATIBLE WITH 15.6 INCH LAPTOP”, The Lenovo B210 Backpack fits up to 15.6 inch laptop. Dimensions, 34cm x 15cm x 45.5cm; Weight, 453g.    “HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”, This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items    ""CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use.    “CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS, The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.    ""HIGH QUALITY, CASUAL YET STYLISH DESIGN"", very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop    Conveniently placed storage- In addition to the laptop compartment, there are separate pockets for mobile devices, business cards, and other daily tools in quick-access compartments. The main compartment offers extra space for magazines, notepad and other laptop accessories    “IN-THE-BOX”, 15.6-inch Backpack    Country of Origin, China",Appario Retail Private Ltd,B07CJCGM1M
171,Gear Campus1 22L Water Resistant School Bag/ College Bag/ Backpack For Men/Women-Black Royalblue,4.3 out of 5 stars,649,"3,831",https://www.amazon.in/Gear-Black-Casual-Backpack-BKPCMPUS10110/dp/B00Z9427SK,"String backpack have one main compartment is secured with drawstring closure. Efficient to hold your essentials    Highly water-resistant finish to save inner items from water splashes .    lightweight and easy to carry.Strong and durable ropes. multiple use trendy drawstring bag with excellent finish and durability    Designed for all types of occasions, Sports, daily use, cycling etc.    Comes in attractive color combination and premium quality of material",RetailEZ Pvt Ltd,B07CJCGM1M
172,Hidesign Women Sling Bag (Blue),4.4 out of 5 stars,1999,103,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07SYJL1P7,"Innovative Design, Utility of a Messenger Bag with Convenience of a Laptop Sleeve. Built with Premium Nylon Material which is waterproof with Impact resistant foam cushion and imported soft fur lining with 3D Foam Cushion Around which prevents scratches, Premium and Exquisite Zipper Closure.    Convenient, Comfortable and Elegant, One Front Zipper Pocket to organize accessories has ample storage for your Power bank, Phone, charger, Tabs, cable, Pen, Notebook, etc. Comes with Adjustable & Removable Shoulder Strap for easy portability.    A much Safer Way to Carry Laptop, The bag is made of soft and environmentally friendly materials with reinforced edges and good padding of the main compartment offer well protection for your laptop.    COMPATIBLE for all the major brands of Laptop Upto 13.3-Inch to 14-Inch Laptops.    Designed for most 13.3-Inch to 14-Inch Laptops and Ultrabook’s and easy to use, practical design and exquisite workmanship.",Appario Retail Private Ltd,B07CJCGM1M
173,Lenovo Casual Laptop Backpack B210 39.62 cm (15.6) -inch Water Repellent Grey,4.2 out of 5 stars,1008,"53,052",https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17227/dp/B075Y6SRMG,"A bag that carries your world! A tote bag is a shoulder bag with parallel handles and comes either with or without side panels.    Blue exterior with 1 main compartment I 3 total number of pocket I Zipper closure I Cruelty-free premium material    Dimension ,- Length , 40.64 cm x Width , 12.7 cm x Height , 30.48 cm    Made in India | 6 Months warranty | Leading fashion laptop bag brand since 30 years.    The elegant women's laptop bag is a perfect match for different occasions, such as travel, shopping, and other daily use, which could be a great ideal gift for your family and friends on their birthdays, anniversaries, weddings, and other special events.",Cocoblu Retail,B07CJCGM1M
174,Nivia 5177RD Polyester String Bag (Red),4.0 out of 5 stars,193,250,https://www.amazon.in/Nivia-5177RD-Polyester-String-Bag/dp/B07NNJKQQY,"Outer material, synthetic, color, black; Waterproof    Capacity, 28 liters; Weight, 600 grams; Dimensions, 48 cms x 33 cms x 18 cms (LxWxH)    Number of compartments, 2    Laptop compatibility, yes, laptop size, 16strap type, adjustable    Special Features, Back Padding; Age Range Description, Adult; Pocket Description, Utility Pocket; Closure Type, Zipper    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .",RetailEZ Pvt Ltd,B07CJCGM1M
175,"AirCase C26 13.3 Inch/14 Inch Messenger Laptop Bag with Shoulder Strap, Water resistant, Handle and 2 Multi Utility Compartments (Black)",4.1 out of 5 stars,949,"2,565",https://www.amazon.in/AirCase-Messenger-13-Inch-14-Inch-MacBook/dp/B07WS6HTHY,"HEAVY-DUTY & WATER REPELLENT, Made of durable water-resistant exterior fabric as well as protective soft padded interior. Laced with zippers for a long life span. it's also called such as side bag for men and sling bags for men .bag for men    ULTRA PROTECTION LAPTOP BAG, Tabelito laptop shoulder bag features protective padding at the bottom of the individual laptop compartment and ultra-thick. you can use it as bags for mens ,side bag for men / side bag for men / office bag for women / gift for men . it's can be use as a interview bag or interview purpose .    COMPREHENSIVE WORKSPACE, The main compartment features a laptop slot and a tablet slot for up to 11"" iPad Pro with smart case & keyboard. its also use as a office bag for women , office bag for men    COMPACT AND EASY TO CARRY, Being lightweight, this bag can be comfortably carried with the handle . you can use it such as shoulder bag men , messenger bags for men , leather laptop bags for men/ laether briefcase / leather bag for men / office bag for women / laptop accessories / backpack for women    GREAT CONVENIENCE, Adjustable shoulder strap, or hang on your suitcase through the luggage strap or slipped inside your backpack, messenger bag    EFFORTLESS CARRYING, Bag is perfect to carry laptops notebook up to 15.6 inch include 2019 New MacBook Pro 16 , MacBook Pro (Retina) 15, and other 14-15.6 inch Dell XPS / HP    LARGE CAPACITY, Two front pockets With small and large pockets, and multiple elastic bands to make it easier than ever to organize accessories such as charger, cable, mouse, hub etc.",Appario Retail Private Ltd,B07CJCGM1M
176,Baggit Women's Laptop Bag - Large (Blue),5.0 out of 5 stars,1217,1,https://www.amazon.in/Baggit-Womens-Laptop-Bag-Large/dp/B0BNTL7Z7J,Leather material blue colored sling bag    15.2 centimeters height x 21.5 centimeters length x 5.8 centimeters width    Zip closure with handle    1 compartment    1 year domestic warranty against manufacturing defects    Do not expose to extreme heat,Cocoblu Retail,B07CJCGM1M
177,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,4.4 out of 5 stars,999,"1,633",https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0101/dp/B07G44G1DC,"Package Contents, 1 Pieces Rexine Toilerty Bag    Material, Rexine    Product Dimensions , 24cm x 12cm x 13cm    Multi-Functional Bag, The Bag Can be used a Toiletry Wash Bag, Travel Storage Organizer, Makeup Organizer, Cosmetic Bag, Portable Travel Kit Organizer, Household Storage Pack, Shaving Kit Bag, Dopp Kit Etc.    CONVENIENT - It is small enough to fit into any travel luggage, backpack, and even carried on one hand! Whether you are travelling for business or personal reasons, this portable bag will certainly meet your needs.",ETrade Online,B07CJCGM1M
178,Tabelito® Laptop Bag For Men and women Briefcase 15.6 Inch (39.6 cm) Messenger Side Shoulder Travel bags for mens Water Resistant gifts office bag for men,3.8 out of 5 stars,549,"1,404",https://www.amazon.in/Tabelito-Office-Laptop-Briefcase-Women/dp/B08FL584Z4,"This nivia ultra string bag is lightweight and easy to carry. The fabric is waterproof and all the things inside are protected very well;It is a great cinch sack bag for gym, yoga and your day trips    Strong and durable - the ropes are very strong and the fabric is hard to be scratched or torn;This string bag has one pocketing front for your small items. They will help you to keep the things separated and easy to be found    With a perfect combination of style and durability, you just can't go wrong with this bag;Durable, yet breathable material creates airflow for your used gear    One side mesh pocket available which can hold up to a 20 oz water bottle in that.;Dimensions, 15-inch (w) * 19. 5-inch (h); Material, Polyester;In-Box Contents, String Bag.. .    Strap Type, Adjustable; Closure Type, Drawstring",RetailEZ Pvt Ltd,B07CJCGM1M
179,Hidesign Women Sling Bag (Blue),4.4 out of 5 stars,999,250,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07L6NGWLP,"Outer Material, Polyester, Color, Denim Blue; Not water resistant    Capacity, 15 liters; Weight, 200 grams; Dimensions, 12 cms x 27 cms x 41 cms (LxWxH)    Number of compartments, 2    Laptop Compatibility, No;There might be minor color variation between actual product and image shown on screen due to lighting on the photography    Closure Type, Drawstring; Age Range Description, Kid; Pocket Description, Utility Pocket    Drawstring, 2 Compartments, Compact Size",USTAT TRADERS and Delivered by Amazon.,B07CJCGM1M
